.model,Date,Anomaly,trend,season_12,remainder,season_adjust
STL(Anomaly ~ trend() + season(period = 12)),1954-10-01,0.4,0.8702203357083067,0.38899215365616147,-0.8592124893644681,0.011007846343838557
STL(Anomaly ~ trend() + season(period = 12)),1954-11-01,0.2,0.9549579497035673,-0.4184636367718319,-0.3364943129317354,0.6184636367718319
STL(Anomaly ~ trend() + season(period = 12)),1954-12-01,2.3,1.0396955636988279,-0.13821098103536367,1.3985154173365355,2.4382109810353634
STL(Anomaly ~ trend() + season(period = 12)),1955-01-01,-0.9,1.1244331776940883,-0.2803038714033765,-1.744129306290712,-0.6196961285966236
STL(Anomaly ~ trend() + season(period = 12)),1955-02-01,3.1,1.245067120453879,0.01011307681528511,1.8448198027308358,3.089886923184715
STL(Anomaly ~ trend() + season(period = 12)),1955-03-01,1.1,1.3657010632136695,0.3452589007510194,-0.6109599639646888,0.7547410992489807
STL(Anomaly ~ trend() + season(period = 12)),1955-04-01,-0.2,1.4863350059734601,0.04568354529749159,-1.7320185512709516,-0.2456835452974916
STL(Anomaly ~ trend() + season(period = 12)),1955-05-01,1.7,1.5994631735674023,-0.21765187162911834,0.3181886980617161,1.9176518716291184
STL(Anomaly ~ trend() + season(period = 12)),1955-06-01,2.2,1.7125913411613443,0.40518458551278497,0.082224073325871,1.7948154144872153
STL(Anomaly ~ trend() + season(period = 12)),1955-07-01,2.6,1.8257195087552864,0.39421819470844593,0.3800622965362679,2.2057818052915543
STL(Anomaly ~ trend() + season(period = 12)),1955-08-01,2.4,1.9061157881807465,0.22700943841130508,0.2668747734079482,2.1729905615886946
STL(Anomaly ~ trend() + season(period = 12)),1955-09-01,2.2,1.9865120676062062,-0.7010564100438761,0.91454434243767,2.9010564100438763
STL(Anomaly ~ trend() + season(period = 12)),1955-10-01,2.5,2.0669083470316663,0.4496210021658647,-0.01652934919753113,2.050378997834135
STL(Anomaly ~ trend() + season(period = 12)),1955-11-01,2,2.0813874174028113,-0.420961998046892,0.33957458064408064,2.420961998046892
STL(Anomaly ~ trend() + season(period = 12)),1955-12-01,1.6,2.0958664877739563,-0.06353698712338393,-0.4323295006505723,1.663536987123384
STL(Anomaly ~ trend() + season(period = 12)),1956-01-01,2.2,2.1103455581451014,-0.5364604929339649,0.6261149347888635,2.736460492933965
STL(Anomaly ~ trend() + season(period = 12)),1956-02-01,2.7,2.0466480854867592,-0.0852604109970509,0.7386123255102919,2.785260410997051
STL(Anomaly ~ trend() + season(period = 12)),1956-03-01,2.2,1.9829506128284173,0.4044523432007426,-0.18740295602915968,1.7955476567992577
STL(Anomaly ~ trend() + season(period = 12)),1956-04-01,1.5,1.9192531401700754,0.09014345852890751,-0.509396598698983,1.4098565414710924
STL(Anomaly ~ trend() + season(period = 12)),1956-05-01,2.3,1.832983946675039,-0.14844772050750246,0.6154637738324633,2.4484477205075024
STL(Anomaly ~ trend() + season(period = 12)),1956-06-01,1.8,1.746714753180003,0.2886760501075076,-0.2353908032875105,1.5113239498924924
STL(Anomaly ~ trend() + season(period = 12)),1956-07-01,1.8,1.6604455596849665,0.36839334829922277,-0.22883890798418927,1.4316066517007773
STL(Anomaly ~ trend() + season(period = 12)),1956-08-01,2,1.5192762153602257,0.3118141462781323,0.16890963836164197,1.6881858537218677
STL(Anomaly ~ trend() + season(period = 12)),1956-09-01,0.1,1.378106871035485,-0.6124534770469153,-0.6656533939885696,0.7124534770469153
STL(Anomaly ~ trend() + season(period = 12)),1956-10-01,2.9,1.236937526710744,0.45013767100730095,1.2129248022819548,2.449862328992699
STL(Anomaly ~ trend() + season(period = 12)),1956-11-01,0.2,1.0698178746096123,-0.38107959755445486,-0.4887382770551574,0.5810795975544549
STL(Anomaly ~ trend() + season(period = 12)),1956-12-01,1.8,0.9026982225084805,0.09381809328725148,0.8034836842042679,1.7061819067127484
STL(Anomaly ~ trend() + season(period = 12)),1957-01-01,1,0.7355785704073486,-0.8013189984712696,1.0657404280639207,1.8013189984712694
STL(Anomaly ~ trend() + season(period = 12)),1957-02-01,-0.1,0.553401218536965,-0.1902599034897425,-0.4631413150472225,0.0902599034897425
STL(Anomaly ~ trend() + season(period = 12)),1957-03-01,0.3,0.37122386666658136,0.45309566029647086,-0.5243195269630523,-0.15309566029647087
STL(Anomaly ~ trend() + season(period = 12)),1957-04-01,0.4,0.1890465147961977,0.12348150947252566,0.08747197573127666,0.27651849052747435
STL(Anomaly ~ trend() + season(period = 12)),1957-05-01,-1.1,0.0010139729298810352,-0.09093716860748716,-1.010076804322394,-1.009062831392513
STL(Anomaly ~ trend() + season(period = 12)),1957-06-01,0.3,-0.18701856893643562,0.1604427208258199,0.3265758481106157,0.1395572791741801
STL(Anomaly ~ trend() + season(period = 12)),1957-07-01,0.4,-0.3750511108027523,0.3308125133587794,0.44423859744397287,0.0691874866412206
STL(Anomaly ~ trend() + season(period = 12)),1957-08-01,-0.8,-0.4603420069558651,0.3855923506677283,-0.7252503437118634,-1.1855923506677284
STL(Anomaly ~ trend() + season(period = 12)),1957-09-01,-1.5,-0.5456329031089779,-0.5341475624731967,-0.42021953441782534,-0.9658524375268033
STL(Anomaly ~ trend() + season(period = 12)),1957-10-01,0.1,-0.6309237992620907,0.4422117943953881,0.2887120048667026,-0.3422117943953881
STL(Anomaly ~ trend() + season(period = 12)),1957-11-01,-1.6,-0.5976506602791264,-0.34778526954547373,-0.6545640701754,-1.2522147304545264
STL(Anomaly ~ trend() + season(period = 12)),1957-12-01,-0.5,-0.5643775212961619,0.2476431737624898,-0.18326565246632787,-0.7476431737624898
STL(Anomaly ~ trend() + season(period = 12)),1958-01-01,-3.1,-0.5311043823131976,-0.7316759337289084,-1.8372196839578945,-2.368324066271092
STL(Anomaly ~ trend() + season(period = 12)),1958-02-01,-0.8,-0.45853733227762816,-0.34227454330585344,8.118755834815583e-4,-0.4577254566941466
STL(Anomaly ~ trend() + season(period = 12)),1958-03-01,0.4,-0.38597028224205876,0.30261145278262785,0.4833588294594309,0.09738854721737217
STL(Anomaly ~ trend() + season(period = 12)),1958-04-01,0.6,-0.31340323220648936,0.2754630896505851,0.6379401425559043,0.3245369103494149
STL(Anomaly ~ trend() + season(period = 12)),1958-05-01,-0.8,-0.27582290368868095,-0.024608659083988235,-0.49956843722733085,-0.7753913409160118
STL(Anomaly ~ trend() + season(period = 12)),1958-06-01,0.5,-0.23824257517087255,0.09366670760904104,0.6445758675618315,0.40633329239095894
STL(Anomaly ~ trend() + season(period = 12)),1958-07-01,0.7,-0.20066224665306415,0.2198097315390373,0.6808525151140268,0.4801902684609627
STL(Anomaly ~ trend() + season(period = 12)),1958-08-01,1.5,-0.16814545544049408,0.32395159161087445,1.3441938638296196,1.1760484083891256
STL(Anomaly ~ trend() + season(period = 12)),1958-09-01,-0.5,-0.13562866422792405,-0.4611906240845063,0.09681928831243033,-0.038809375915493716
STL(Anomaly ~ trend() + season(period = 12)),1958-10-01,0.1,-0.103111873015354,0.29123713850651994,-0.08812526549116594,-0.19123713850651994
STL(Anomaly ~ trend() + season(period = 12)),1958-11-01,-0.7,-0.10696571395159538,-0.22696993372937127,-0.36606435231903334,-0.4730300662706287
STL(Anomaly ~ trend() + season(period = 12)),1958-12-01,-1,-0.11081955488783674,0.3208890512918804,-1.2100694964040435,-1.3208890512918803
STL(Anomaly ~ trend() + season(period = 12)),1959-01-01,-1.5,-0.11467339582407811,-0.6387576012049269,-0.746569002970995,-0.8612423987950731
STL(Anomaly ~ trend() + season(period = 12)),1959-02-01,-2.3,-0.10039514152820077,-0.47523736139398237,-1.7243674970778167,-1.8247626386060174
STL(Anomaly ~ trend() + season(period = 12)),1959-03-01,2.1,-0.08611688723232341,0.16695562094312852,2.019161266289195,1.9330443790568717
STL(Anomaly ~ trend() + season(period = 12)),1959-04-01,0.7,-0.07183863293644607,0.4367781481738534,0.33506048476259265,0.26322185182614655
STL(Anomaly ~ trend() + season(period = 12)),1959-05-01,0.8,0.041904890011444804,0.045558431455584907,0.7125366785329703,0.7544415685444151
STL(Anomaly ~ trend() + season(period = 12)),1959-06-01,-0.2,0.15564841295933568,0.02492660043929721,-0.38057501339863287,-0.22492660043929721
STL(Anomaly ~ trend() + season(period = 12)),1959-07-01,-0.4,0.26939193590722654,0.10104018079729091,-0.7704321167045174,-0.5010401807972908
STL(Anomaly ~ trend() + season(period = 12)),1959-08-01,-0.2,0.36609751624458414,0.24932564877133917,-0.8154231650159234,-0.4493256487713392
STL(Anomaly ~ trend() + season(period = 12)),1959-09-01,0,0.46280309658194174,-0.40643728433917464,-0.0563658122427671,0.40643728433917464
STL(Anomaly ~ trend() + season(period = 12)),1959-10-01,0.8,0.5595086769192993,0.11831218742092421,0.12217913565977656,0.6816878125790758
STL(Anomaly ~ trend() + season(period = 12)),1959-11-01,1.5,0.6141997642899495,-0.1318515896633651,1.0176518253734157,1.6318515896633652
STL(Anomaly ~ trend() + season(period = 12)),1959-12-01,1.5,0.6688908516605997,0.36703745840108665,0.4640716899383136,1.1329625415989133
STL(Anomaly ~ trend() + season(period = 12)),1960-01-01,0.2,0.7235819390312499,-0.4049156557004622,-0.11866628333078777,0.6049156557004621
STL(Anomaly ~ trend() + season(period = 12)),1960-02-01,0.2,0.7737422384980438,-0.4675389897549045,-0.10620324874313936,0.6675389897549044
STL(Anomaly ~ trend() + season(period = 12)),1960-03-01,1.7,0.8239025379648378,0.16412158169346577,0.7119758803416963,1.5358784183065342
STL(Anomaly ~ trend() + season(period = 12)),1960-04-01,1.3,0.8740628374316317,0.4856819197375227,-0.059744757169154394,0.8143180802624773
STL(Anomaly ~ trend() + season(period = 12)),1960-05-01,0.9,0.8552358659046209,0.15007395667562803,-0.1053098225802489,0.749926043324372
STL(Anomaly ~ trend() + season(period = 12)),1960-06-01,0.2,0.8364088943776099,-0.07757613752389553,-0.5588327568537144,0.27757613752389554
STL(Anomaly ~ trend() + season(period = 12)),1960-07-01,0.8,0.817581922850599,-0.06154046286464615,0.04395854001404709,0.8615404628646461
STL(Anomaly ~ trend() + season(period = 12)),1960-08-01,1.3,0.7452943877833159,0.24825923104542238,0.3064463811712618,1.0517407689545777
STL(Anomaly ~ trend() + season(period = 12)),1960-09-01,1.1,0.6730068527160329,-0.30542085493022414,0.7324140022141914,1.4054208549302243
STL(Anomaly ~ trend() + season(period = 12)),1960-10-01,0.2,0.6007193176487498,-0.05729289908655528,-0.34342641856219447,0.2572928990865553
STL(Anomaly ~ trend() + season(period = 12)),1960-11-01,0.9,0.5395424188109683,-0.13962931918742288,0.5000869003764548,1.039629319187423
STL(Anomaly ~ trend() + season(period = 12)),1960-12-01,1.3,0.4783655199731868,0.21644710803972134,0.6051873719870917,1.0835528919602786
STL(Anomaly ~ trend() + season(period = 12)),1961-01-01,-0.4,0.41718862113540534,-0.15870819636985878,-0.6584804247655466,-0.24129180363014124
STL(Anomaly ~ trend() + season(period = 12)),1961-02-01,1.5,0.37430308986024835,-0.4467325542232021,1.5724294643629537,1.9467325542232021
STL(Anomaly ~ trend() + season(period = 12)),1961-03-01,-3,0.3314175585850914,0.17513815640291328,-3.506555714988005,-3.1751381564029133
STL(Anomaly ~ trend() + season(period = 12)),1961-04-01,1.3,0.28853202730993444,0.5477280417796794,0.46373993091038623,0.7522719582203207
STL(Anomaly ~ trend() + season(period = 12)),1961-05-01,0.5,0.33384121620918517,0.2670235688935358,-0.10086478510272096,0.2329764311064642
STL(Anomaly ~ trend() + season(period = 12)),1961-06-01,0.2,0.3791504051084359,-0.16910370402948666,-0.010046701078949227,0.36910370402948667
STL(Anomaly ~ trend() + season(period = 12)),1961-07-01,0.4,0.4244595940076866,-0.21460485060924453,0.1901452566015579,0.6146048506092445
STL(Anomaly ~ trend() + season(period = 12)),1961-08-01,0.2,0.49738293617071255,0.25509617012110825,-0.5524791062918208,-0.055096170121108234
STL(Anomaly ~ trend() + season(period = 12)),1961-09-01,0.1,0.5703062783337385,-0.19811396783540686,-0.2721923104983316,0.2981139678354069
STL(Anomaly ~ trend() + season(period = 12)),1961-10-01,-0.5,0.6432296204967645,-0.22797865858702823,-0.9152509619097362,-0.27202134141297174
STL(Anomaly ~ trend() + season(period = 12)),1961-11-01,0.9,0.7000140299201731,-0.1438588523833343,0.34384482246316117,1.0438588523833343
STL(Anomaly ~ trend() + season(period = 12)),1961-12-01,2.5,0.7567984393435817,0.06863027939149006,1.674571281264928,2.43136972060851
STL(Anomaly ~ trend() + season(period = 12)),1962-01-01,3.3,0.8135828487669904,-0.033688163349920475,2.52010531458293,3.3336881633499202
STL(Anomaly ~ trend() + season(period = 12)),1962-02-01,-0.5,0.8547901278278185,-0.20262516212892917,-1.1521649656988893,-0.29737483787107083
STL(Anomaly ~ trend() + season(period = 12)),1962-03-01,0.2,0.8959974068886467,0.1798829283791581,-0.8758803352678048,0.02011707162084192
STL(Anomaly ~ trend() + season(period = 12)),1962-04-01,0.3,0.9372046859494748,0.47333861960704565,-1.1105433055565204,-0.17333861960704566
STL(Anomaly ~ trend() + season(period = 12)),1962-05-01,1.8,0.9334340138889149,0.28273371545071097,0.5838322706603744,1.5172662845492892
STL(Anomaly ~ trend() + season(period = 12)),1962-06-01,1.2,0.9296633418283551,-0.11906199675445714,0.38939865492610193,1.319061996754457
STL(Anomaly ~ trend() + season(period = 12)),1962-07-01,0.1,0.9258926697677952,-0.33956515888972816,-0.48632751087806697,0.4395651588897282
STL(Anomaly ~ trend() + season(period = 12)),1962-08-01,1,0.9284154072535532,0.32017005680792787,-0.24858546406148108,0.6798299431920721
STL(Anomaly ~ trend() + season(period = 12)),1962-09-01,0.7,0.9309381447393114,-0.20667829038986624,-0.02425985434944511,0.9066782903898662
STL(Anomaly ~ trend() + season(period = 12)),1962-10-01,1.6,0.9334608822250694,-0.24174444276094834,0.908283560535879,1.8417444427609484
STL(Anomaly ~ trend() + season(period = 12)),1962-11-01,0.5,0.8935843041563732,-0.3258459569345741,-0.06773834722179917,0.8258459569345741
STL(Anomaly ~ trend() + season(period = 12)),1962-12-01,0.3,0.8537077260876772,-0.05840873041563731,-0.49529899567203994,0.35840873041563726
STL(Anomaly ~ trend() + season(period = 12)),1963-01-01,1.7,0.813831148018981,0.09559108519761354,0.7905777667834053,1.6044089148023863
STL(Anomaly ~ trend() + season(period = 12)),1963-02-01,0.9,0.6769812098910621,0.04562005851179656,0.17739873159714137,0.8543799414882035
STL(Anomaly ~ trend() + season(period = 12)),1963-03-01,1.9,0.5401312717631434,0.18864414192071266,1.1712245863161441,1.7113558580792874
STL(Anomaly ~ trend() + season(period = 12)),1963-04-01,1.3,0.4032813336352245,0.4024705911876277,0.4942480751771479,0.8975294088123724
STL(Anomaly ~ trend() + season(period = 12)),1963-05-01,0.6,0.2332184774153573,0.3014702079490081,0.06531131463563458,0.2985297920509919
STL(Anomaly ~ trend() + season(period = 12)),1963-06-01,-0.8,0.06315562119549012,-0.06702732201688653,-0.7961282991786036,-0.7329726779831135
STL(Anomaly ~ trend() + season(period = 12)),1963-07-01,-0.2,-0.1069072350243771,-0.4635658781862516,0.3704731132106287,0.2635658781862516
STL(Anomaly ~ trend() + season(period = 12)),1963-08-01,0,-0.1717065508249606,0.3846435139190507,-0.2129369630940901,-0.3846435139190507
STL(Anomaly ~ trend() + season(period = 12)),1963-09-01,-1,-0.23650586662554415,-0.2174030610796794,-0.5460910722947764,-0.7825969389203206
STL(Anomaly ~ trend() + season(period = 12)),1963-10-01,-2,-0.3013051824261277,-0.25971339789899067,-1.4389814196748816,-1.7402866021010093
STL(Anomaly ~ trend() + season(period = 12)),1963-11-01,-1.4,-0.22217856417760412,-0.5140789552787046,-0.6637424805436911,-0.8859210447212953
STL(Anomaly ~ trend() + season(period = 12)),1963-12-01,-2,-0.14305194592908055,-0.19389061993436002,-1.6630574341365594,-1.80610938006564
STL(Anomaly ~ trend() + season(period = 12)),1964-01-01,-0.6,-0.06392532768055699,0.10461542683072766,-0.6406900991501706,-0.7046154268307276
STL(Anomaly ~ trend() + season(period = 12)),1964-02-01,0.1,0.13765092229678744,0.28067833888839694,-0.31832926118518434,-0.18067833888839693
STL(Anomaly ~ trend() + season(period = 12)),1964-03-01,1.9,0.3392271722741319,0.3895888766863294,1.1711839510395388,1.5104111233136706
STL(Anomaly ~ trend() + season(period = 12)),1964-04-01,1.8,0.5408034222514763,0.2428121745233038,1.0163844032252198,1.5571878254766962
STL(Anomaly ~ trend() + season(period = 12)),1964-05-01,0.4,0.6846284210756505,0.24923435191114418,-0.5338627729867946,0.15076564808885584
STL(Anomaly ~ trend() + season(period = 12)),1964-06-01,1.2,0.8284534198998247,0.0792612082711317,0.29228537182904357,1.1207387917288683
STL(Anomaly ~ trend() + season(period = 12)),1964-07-01,0.9,0.9722784187239989,-0.4535614981431555,0.38128307941915673,1.3535614981431556
STL(Anomaly ~ trend() + season(period = 12)),1964-08-01,2.5,0.9445382993718425,0.4481819457717031,1.1072797548564544,2.051818054228297
STL(Anomaly ~ trend() + season(period = 12)),1964-09-01,2.1,0.9167981800196863,-0.26402829574176834,1.447230115722082,2.364028295741768
STL(Anomaly ~ trend() + season(period = 12)),1964-10-01,2.2,0.8890580606675299,-0.27036934461476186,1.5813112839472319,2.470369344614762
STL(Anomaly ~ trend() + season(period = 12)),1964-11-01,0.3,0.7039798764239897,-0.6703302183511934,0.26635034192720364,0.9703302183511934
STL(Anomaly ~ trend() + season(period = 12)),1964-12-01,-0.5,0.5189016921804497,-0.39659196748862463,-0.622309724691825,-0.10340803251137537
STL(Anomaly ~ trend() + season(period = 12)),1965-01-01,-0.7,0.33382350793690946,0.10712052621743617,-1.1409440341543455,-0.8071205262174361
STL(Anomaly ~ trend() + season(period = 12)),1965-02-01,0.7,0.07010043133431182,0.5134938644221396,0.11640570424354851,0.18650613557786033
STL(Anomaly ~ trend() + season(period = 12)),1965-03-01,1.2,-0.19362264526828582,0.5925673440126363,0.8010553012556494,0.6074326559873636
STL(Anomaly ~ trend() + season(period = 12)),1965-04-01,-0.9,-0.45734572187088346,0.09033100076528643,-0.532985278894403,-0.9903310007652865
STL(Anomaly ~ trend() + season(period = 12)),1965-05-01,0.3,-0.6249916823499366,0.20931924912520303,0.7156724332247336,0.09068075087479696
STL(Anomaly ~ trend() + season(period = 12)),1965-06-01,-0.9,-0.7926376428289899,0.24330091270302015,-0.3506632698740304,-1.1433009127030203
STL(Anomaly ~ trend() + season(period = 12)),1965-07-01,-3,-0.9602836033080431,-0.42037552306424164,-1.6193408736277153,-2.5796244769357584
STL(Anomaly ~ trend() + season(period = 12)),1965-08-01,-1.1,-1.0319103673834242,0.53981146874041,-0.6079011013569857,-1.63981146874041
STL(Anomaly ~ trend() + season(period = 12)),1965-09-01,-2.2,-1.1035371314588054,-0.27765294320756606,-0.8188099253336287,-1.9223470567924341
STL(Anomaly ~ trend() + season(period = 12)),1965-10-01,-1.5,-1.1751638955341865,-0.24485840700445563,-0.07997769746135774,-1.2551415929955443
STL(Anomaly ~ trend() + season(period = 12)),1965-11-01,-2.4,-1.123685034224155,-0.7872482999678189,-0.4890666658080258,-1.612751700032181
STL(Anomaly ~ trend() + season(period = 12)),1965-12-01,0.3,-1.0722061729141237,-0.5598760807092412,1.9320822536233648,0.8598760807092412
STL(Anomaly ~ trend() + season(period = 12)),1966-01-01,-2.2,-1.0207273116040922,-0.14196387889256434,-1.0373088095033434,-2.0580361211074356
STL(Anomaly ~ trend() + season(period = 12)),1966-02-01,-0.4,-0.8748986416531734,0.57271194921939,-0.09781330756621653,-0.97271194921939
STL(Anomaly ~ trend() + season(period = 12)),1966-03-01,-1.5,-0.7290699717022546,0.6378856879438586,-1.408815716241604,-2.1378856879438586
STL(Anomaly ~ trend() + season(period = 12)),1966-04-01,-0.3,-0.5832413017513357,-0.021889751581745984,0.3051310533330817,-0.278110248418254
STL(Anomaly ~ trend() + season(period = 12)),1966-05-01,-0.7,-0.40942266646809256,0.2307275261672148,-0.5213048596991222,-0.9307275261672148
STL(Anomaly ~ trend() + season(period = 12)),1966-06-01,0.5,-0.23560403118484935,0.42866399487546997,0.3069400363093794,0.07133600512453003
STL(Anomaly ~ trend() + season(period = 12)),1966-07-01,0.1,-0.061785395901606116,-0.40111530453649846,0.5629007004381046,0.5011153045364984
STL(Anomaly ~ trend() + season(period = 12)),1966-08-01,1.1,0.12181931222613651,0.5083584992672289,0.4698221885066347,0.5916415007327712
STL(Anomaly ~ trend() + season(period = 12)),1966-09-01,-0.4,0.30542402035387917,-0.3041834505878492,-0.40124056976603,-0.09581654941215084
STL(Anomaly ~ trend() + season(period = 12)),1966-10-01,-0.2,0.48902872848162177,-0.2653740262199803,-0.4236547022616415,0.06537402621998029
STL(Anomaly ~ trend() + season(period = 12)),1966-11-01,-0,0.572396890088975,-0.6569414631736082,0.08454457308463326,0.6569414631736082
STL(Anomaly ~ trend() + season(period = 12)),1966-12-01,-0.6,0.6557650516963281,-0.3131125815917979,-0.9426524701045302,-0.2868874184082021
STL(Anomaly ~ trend() + season(period = 12)),1967-01-01,2.8,0.7391332133036813,-0.4276266324341983,2.488493419130517,3.2276266324341982
STL(Anomaly ~ trend() + season(period = 12)),1967-02-01,2.8,0.7585573665808055,0.594798904075337,1.4466437293438572,2.2052010959246626
